Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
1648     5.46086107e-09   -4.44310448e-02    3.26003163e+00    5.32255444e+00    2.70334762e-02   -5.01444398e-02
1649     5.46419440e-09   -2.24663068e-02    3.28186970e+00    5.31492354e+00    1.79046411e-02   -5.02098297e-02
1650     5.46752774e-09    8.07979690e-03    3.31181068e+00    5.29985040e+00    2.16259157e-03   -5.03455907e-02
1651     5.47086107e-09    3.55396928e-02    3.33840047e+00    5.28297676e+00   -1.43062576e-02   -5.05010321e-02
1652     5.47419440e-09    4.94246339e-02    3.35146752e+00    5.27082332e+00   -2.51446636e-02   -5.06160330e-02
1653     5.47752774e-09    4.44310448e-02    3.34599560e+00    5.26820890e+00   -2.60525179e-02   -5.06449132e-02
1654     5.48086107e-09    2.24663068e-02    3.32404106e+00    5.27619719e+00   -1.66411003e-02   -5.05760075e-02
1655     5.48419440e-09   -8.07979690e-03    3.29396006e+00    5.29162392e+00   -6.38387655e-04   -5.04367807e-02
1656     5.48752774e-09   -3.55396928e-02    3.26722443e+00    5.30847256e+00    1.57079261e-02   -5.02816622e-02
1657     5.49086107e-09   -4.94246339e-02    3.25403155e+00    5.32037159e+00    2.62097093e-02   -5.01692683e-02
1658     5.49419440e-09   -4.44310448e-02    3.25939584e+00    5.32296827e+00    2.70316771e-02   -5.01406193e-02
1659     5.49752774e-09   -2.24663068e-02    3.28123408e+00    5.31533744e+00    1.79030161e-02   -5.02060086e-02
1660     5.50086107e-09    8.07979690e-03    3.31117528e+00    5.30026369e+00    2.16048422e-03   -5.03417755e-02
1661     5.50419440e-09    3.55396928e-02    3.33776539e+00    5.28338895e+00   -1.43092942e-02   -5.04972278e-02
1662     5.50752774e-09    4.94246339e-02    3.35083282e+00    5.27123421e+00   -2.51487658e-02   -5.06122415e-02
1663     5.51086107e-09    4.44310448e-02    3.34536134e+00    5.26861863e+00   -2.60574728e-02   -5.06411331e-02
1664     5.51419440e-09    2.24663068e-02    3.32340724e+00    5.27660628e+00   -1.66463559e-02   -5.05722335e-02
1665     5.51752774e-09   -8.07979690e-03    3.29332664e+00    5.29203312e+00   -6.43205321e-04   -5.04330055e-02
1666     5.52086107e-09   -3.55396928e-02    3.26659133e+00    5.30888249e+00    1.57041412e-02   -5.02778794e-02
1667     5.52419440e-09   -4.94246339e-02    3.25339867e+00    5.32078249e+00    2.62071008e-02   -5.01654757e-02
1668     5.52752774e-09   -4.44310448e-02    3.25876312e+00    5.32337985e+00    2.70298892e-02   -5.01368199e-02
1669     5.53086107e-09   -2.24663068e-02    3.28060153e+00    5.31574907e+00    1.79014014e-02   -5.02022085e-02
1670     5.53419440e-09    8.07979690e-03    3.31054297e+00    5.30067472e+00    2.15838927e-03   -5.03379813e-02
1671     5.53752774e-09    3.55396928e-02    3.33713338e+00    5.28379888e+00   -1.43123144e-02   -5.04934445e-02
1672     5.54086107e-09    4.94246339e-02    3.35020120e+00    5.27164285e+00   -2.51528469e-02   -5.06084709e-02
1673     5.54419440e-09    4.44310448e-02    3.34473016e+00    5.26902611e+00   -2.60624029e-02   -5.06373738e-02
1674     5.54752774e-09    2.24663068e-02    3.32277650e+00    5.27701313e+00   -1.66515858e-02   -5.05684804e-02
1675     5.55086107e-09   -8.07979690e-03    3.29269629e+00    5.29244007e+00   -6.47999254e-04   -5.04292512e-02
1676     5.55419440e-09   -3.55396928e-02    3.26596129e+00    5.30929019e+00    1.57003756e-02   -5.02741175e-02
1677     5.55752774e-09   -4.94246339e-02    3.25276886e+00    5.32119115e+00    2.62045068e-02   -5.01617041e-02
1678     5.56086107e-09   -4.44310448e-02    3.25813348e+00    5.32378917e+00    2.70281123e-02   -5.01330415e-02
1679     5.56419440e-09   -2.24663068e-02    3.27997206e+00    5.31615846e+00    1.78997970e-02   -5.01984294e-02
1680     5.56752774e-09    8.07979690e-03    3.30991372e+00    5.30108350e+00    2.15630663e-03   -5.03342081e-02
1681     5.57086107e-09    3.55396928e-02    3.33650444e+00    5.28420658e+00   -1.43153182e-02   -5.04896820e-02
1682     5.57419440e-09    4.94246339e-02    3.34957264e+00    5.27204925e+00   -2.51569069e-02   -5.06047212e-02
1683     5.57752774e-09    4.44310448e-02    3.34410203e+00    5.26943137e+00   -2.60673085e-02   -5.06336353e-02
1684     5.58086107e-09    2.24663068e-02    3.32214881e+00    5.27741775e+00   -1.66567899e-02   -5.05647481e-02
1685     5.58419440e-09   -8.07979690e-03    3.29206900e+00    5.29284479e+00   -6.52769561e-04   -5.04255176e-02
1686     5.58752774e-09   -3.55396928e-02    3.26533431e+00    5.30969565e+00    1.56966293e-02   -5.02703764e-02
1687     5.59086107e-09   -4.94246339e-02    3.25214209e+00    5.32159757e+00    2.62019271e-02   -5.01579533e-02
1688     5.59419440e-09   -4.44310448e-02    3.25750688e+00    5.32419626e+00    2.70263463e-02   -5.01292840e-02
1689     5.59752774e-09   -2.24663068e-02    3.27934563e+00    5.31656560e+00    1.78982028e-02   -5.01946712e-02
1690     5.60086107e-09    8.07979690e-03    3.30928752e+00    5.30149005e+00    2.15423625e-03   -5.03304557e-02
1691     5.60419440e-09    3.55396928e-02    3.33587855e+00    5.28461204e+00   -1.43183058e-02   -5.04859403e-02
1692     5.60752774e-09    4.94246339e-02    3.34894713e+00    5.27245342e+00   -2.51609462e-02   -5.06009922e-02
1693     5.61086107e-09    4.44310448e-02    3.34347695e+00    5.26983441e+00   -2.60721897e-02   -5.06299174e-02
1694     5.61419440e-09    2.24663068e-02    3.32152417e+00    5.27782016e+00   -1.66619686e-02   -5.05610363e-02
1695     5.61752774e-09   -8.07979690e-03    3.29144475e+00    5.29324729e+00   -6.57516350e-04   -5.04218047e-02
1696     5.62086107e-09   -3.55396928e-02    3.26471036e+00    5.31009889e+00    1.56929021e-02   -5.02666559e-02
1697     5.62419440e-09   -4.94246339e-02    3.25151837e+00    5.32200176e+00    2.61993618e-02   -5.01542232e-02
1698     5.62752774e-09   -4.44310448e-02    3.25688332e+00    5.32460112e+00    2.70245913e-02   -5.01255471e-02
1699     5.63086107e-09   -2.24663068e-02    3.27872224e+00    5.31697052e+00    1.78966188e-02   -5.01909336e-02
1700     5.63419440e-09    8.07979690e-03    3.30866435e+00    5.30189438e+00    2.15217806e-03   -5.03267241e-02
1701     5.63752774e-09    3.55396928e-02    3.33525569e+00    5.28501528e+00   -1.43212772e-02   -5.04822193e-02
1702     5.64086107e-09    4.94246339e-02    3.34832465e+00    5.27285539e+00   -2.51649646e-02   -5.05972838e-02
1703     5.64419440e-09    4.44310448e-02    3.34285490e+00    5.27023524e+00   -2.60770465e-02   -5.06262202e-02
1704     5.64752774e-09    2.24663068e-02    3.32090255e+00    5.27822036e+00   -1.66671217e-02   -5.05573451e-02
1705     5.65086107e-09   -8.07979690e-03    3.29082352e+00    5.29364760e+00   -6.62239729e-04   -5.04181123e-02
1706     5.65419440e-09   -3.55396928e-02    3.26408945e+00    5.31049993e+00    1.56891940e-02   -5.02629560e-02
1707     5.65752774e-09   -4.94246339e-02    3.25089767e+00    5.32240374e+00    2.61968106e-02   -5.01505137e-02
1708     5.66086107e-09   -4.44310448e-02    3.25626279e+00    5.32500377e+00    2.70228472e-02   -5.01218309e-02
1709     5.66419440e-09   -2.24663068e-02    3.27810187e+00    5.31737323e+00    1.78950449e-02   -5.01872168e-02
1710     5.66752774e-09    8.07979690e-03    3.30804421e+00    5.30229649e+00    2.15013199e-03   -5.03230130e-02
1711     5.67086107e-09    3.55396928e-02    3.33463585e+00    5.28541632e+00   -1.43242326e-02   -5.04785189e-02
1712     5.67419440e-09    4.94246339e-02    3.34770519e+00    5.27325515e+00   -2.51689624e-02   -5.05935959e-02
1713     5.67752774e-09    4.44310448e-02    3.34223587e+00    5.27063387e+00   -2.60818791e-02   -5.06225433e-02
1714     5.68086107e-09    2.24663068e-02    3.32028395e+00    5.27861837e+00   -1.66722496e-02   -5.05536744e-02
1715     5.68419440e-09   -8.07979690e-03    3.29020531e+00    5.29404570e+00   -6.66939806e-04   -5.04144403e-02
1716     5.68752774e-09   -3.55396928e-02    3.26347154e+00    5.31089877e+00    1.56855049e-02   -5.02592766e-02
1717     5.69086107e-09   -4.94246339e-02    3.25027998e+00    5.32280353e+00    2.61942737e-02   -5.01468247e-02
1718     5.69419440e-09   -4.44310448e-02    3.25564526e+00    5.32540421e+00    2.70211139e-02   -5.01181352e-02
1719     5.69752774e-09   -2.24663068e-02    3.27748451e+00    5.31777373e+00    1.78934811e-02   -5.01835204e-02
1720     5.70086107e-09    8.07979690e-03    3.30742707e+00    5.30269640e+00    2.14809798e-03   -5.03193224e-02
1721     5.70419440e-09    3.55396928e-02    3.33401901e+00    5.28581517e+00   -1.43271719e-02   -5.04748388e-02
1722     5.70752774e-09    4.94246339e-02    3.34708873e+00    5.27365273e+00   -2.51729397e-02   -5.05899284e-02
1723     5.71086107e-09    4.44310448e-02    3.34161983e+00    5.27103032e+00   -2.60866876e-02   -5.06188868e-02
1724     5.71419440e-09    2.24663068e-02    3.31966835e+00    5.27901419e+00   -1.66773523e-02   -5.05500239e-02
1725     5.71752774e-09   -8.07979690e-03    3.28959009e+00    5.29444163e+00   -6.71616689e-04   -5.04107887e-02
1726     5.72086107e-09   -3.55396928e-02    3.26285663e+00    5.31129542e+00    1.56818347e-02   -5.02556175e-02
1727     5.72419440e-09   -4.94246339e-02    3.24966528e+00    5.32320112e+00    2.61917508e-02   -5.01431561e-02
1728     5.72752774e-09   -4.44310448e-02    3.25503073e+00    5.32580247e+00    2.70193914e-02   -5.01144600e-02
1729     5.73086107e-09   -2.24663068e-02    3.27687015e+00    5.31817205e+00    1.78919274e-02   -5.01798444e-02
1730     5.73419440e-09    8.07979690e-03    3.30681293e+00    5.30309413e+00    2.14607597e-03   -5.03156522e-02
1731     5.73752774e-09    3.55396928e-02    3.33340517e+00    5.28621183e+00   -1.43300953e-02   -5.04711792e-02
1732     5.74086107e-09    4.94246339e-02    3.34647526e+00    5.27404812e+00   -2.51768965e-02   -5.05862811e-02
1733     5.74419440e-09    4.44310448e-02    3.34100679e+00    5.27142460e+00   -2.60914722e-02   -5.06152506e-02
1734     5.74752774e-09    2.24663068e-02    3.31905573e+00    5.27940785e+00   -1.66824300e-02   -5.05463937e-02
1735     5.75086107e-09   -8.07979690e-03    3.28897786e+00    5.29483538e+00   -6.76270487e-04   -5.04071572e-02
1736     5.75419440e-09   -3.55396928e-02    3.26224470e+00    5.31168990e+00    1.56781832e-02   -5.02519786e-02
1737     5.75752774e-09   -4.94246339e-02    3.24905357e+00    5.32359654e+00    2.61892420e-02   -5.01395078e-02
1738     5.76086107e-09   -4.44310448e-02    3.25441917e+00    5.32619854e+00    2.70176795e-02   -5.01108050e-02
1739     5.76419440e-09   -2.24663068e-02    3.27625876e+00    5.31856818e+00    1.78903836e-02   -5.01761888e-02
1740     5.76752774e-09    8.07979690e-03    3.30620176e+00    5.30348968e+00    2.14406587e-03   -5.03120023e-02
1741     5.77086107e-09    3.55396928e-02    3.33279430e+00    5.28660631e+00   -1.43330030e-02   -5.04675397e-02
1742     5.77419440e-09    4.94246339e-02    3.34586477e+00    5.27444136e+00   -2.51808330e-02   -5.05826541e-02
1743     5.77752774e-09    4.44310448e-02    3.34039671e+00    5.27181672e+00   -2.60962329e-02   -5.06116344e-02
1744     5.78086107e-09    2.24663068e-02    3.31844609e+00    5.27979935e+00   -1.66874827e-02   -5.05427835e-02
1745     5.78419440e-09   -8.07979690e-03    3.28836860e+00    5.29522698e+00   -6.80901307e-04   -5.04035459e-02
1746     5.78752774e-09   -3.55396928e-02    3.26163574e+00    5.31208222e+00    1.56745505e-02   -5.02483599e-02
1747     5.79086107e-09   -4.94246339e-02    3.24844482e+00    5.32398979e+00    2.61867472e-02   -5.01358796e-02
1748     5.79419440e-09   -4.44310448e-02    3.25381059e+00    5.32659245e+00    2.70159784e-02   -5.01071702e-02
1749     5.79752774e-09   -2.24663068e-02    3.27565034e+00    5.31896215e+00    1.78888497e-02   -5.01725533e-02
1750     5.80086107e-09    8.07979690e-03    3.30559356e+00    5.30388306e+00    2.14206764e-03   -5.03083726e-02
1751     5.80419440e-09    3.55396928e-02    3.33218639e+00    5.28699864e+00   -1.43358948e-02   -5.04639204e-02
1752     5.80752774e-09    4.94246339e-02    3.34525723e+00    5.27483243e+00   -2.51847493e-02   -5.05790471e-02
1753     5.81086107e-09    4.44310448e-02    3.33978960e+00    5.27220669e+00   -2.61009699e-02   -5.06080383e-02
1754     5.81419440e-09    2.24663068e-02    3.31783940e+00    5.28018870e+00   -1.66925106e-02   -5.05391933e-02
1755     5.81752774e-09   -8.07979690e-03    3.28776229e+00    5.29561643e+00   -6.85509258e-04   -5.03999545e-02
1756     5.82086107e-09   -3.55396928e-02    3.26102973e+00    5.31247239e+00    1.56709364e-02   -5.02447612e-02
1757     5.82419440e-09   -4.94246339e-02    3.24783903e+00    5.32438089e+00    2.61842663e-02   -5.01322715e-02
1758     5.82752774e-09   -4.44310448e-02    3.25320495e+00    5.32698420e+00    2.70142878e-02   -5.01035555e-02
1759     5.83086107e-09   -2.24663068e-02    3.27504487e+00    5.31935396e+00    1.78873256e-02   -5.01689380e-02
1760     5.83419440e-09    8.07979690e-03    3.30498830e+00    5.30427429e+00    2.14008119e-03   -5.03047629e-02
1761     5.83752774e-09    3.55396928e-02    3.33158143e+00    5.28738882e+00   -1.43387711e-02   -5.04603211e-02
1762     5.84086107e-09    4.94246339e-02    3.34465265e+00    5.27522136e+00   -2.51886454e-02   -5.05754600e-02
1763     5.84419440e-09    4.44310448e-02    3.33918543e+00    5.27259452e+00   -2.61056833e-02   -5.06044621e-02
1764     5.84752774e-09    2.24663068e-02    3.31723565e+00    5.28057591e+00   -1.66975138e-02   -5.05356231e-02
1765     5.85086107e-09   -8.07979690e-03    3.28715893e+00    5.29600374e+00   -6.90094447e-04   -5.03963831e-02
1766     5.85419440e-09   -3.55396928e-02    3.26042666e+00    5.31286042e+00    1.56673409e-02   -5.02411825e-02
1767     5.85752774e-09   -4.94246339e-02    3.24723617e+00    5.32476985e+00    2.61817992e-02   -5.01286834e-02
1768     5.86086107e-09   -4.44310448e-02    3.25260226e+00    5.32737381e+00    2.70126078e-02   -5.00999608e-02
1769     5.86419440e-09   -2.24663068e-02    3.27444233e+00    5.31974362e+00    1.78858114e-02   -5.01653426e-02
1770     5.86752774e-09    8.07979690e-03    3.30438599e+00    5.30466338e+00    2.13810647e-03   -5.03011732e-02
1771     5.87086107e-09    3.55396928e-02    3.33097941e+00    5.28777686e+00   -1.43416317e-02   -5.04567417e-02
1772     5.87419440e-09    4.94246339e-02    3.34405099e+00    5.27560817e+00   -2.51925216e-02   -5.05718928e-02
1773     5.87752774e-09    4.44310448e-02    3.33858419e+00    5.27298022e+00   -2.61103732e-02   -5.06009057e-02
1774     5.88086107e-09    2.24663068e-02    3.31663483e+00    5.28096100e+00   -1.67024924e-02   -5.05320726e-02
1775     5.88419440e-09   -8.07979690e-03    3.28655849e+00    5.29638893e+00   -6.94656983e-04   -5.03928314e-02
1776     5.88752774e-09   -3.55396928e-02    3.25982652e+00    5.31324632e+00    1.56637638e-02   -5.02376235e-02
1777     5.89086107e-09   -4.94246339e-02    3.24663624e+00    5.32515668e+00    2.61793459e-02   -5.01251151e-02
1778     5.89419440e-09   -4.44310448e-02    3.25200248e+00    5.32776128e+00    2.70109383e-02   -5.00963860e-02
1779     5.89752774e-09   -2.24663068e-02    3.27384272e+00    5.32013116e+00    1.78843069e-02   -5.01617671e-02
1780     5.90086107e-09    8.07979690e-03    3.30378659e+00    5.30505034e+00    2.13614340e-03   -5.02976033e-02
1781     5.90419440e-09    3.55396928e-02    3.33038031e+00    5.28816278e+00   -1.43444769e-02   -5.04531821e-02
1782     5.90752774e-09    4.94246339e-02    3.34345226e+00    5.27599285e+00   -2.51963779e-02   -5.05683454e-02
1783     5.91086107e-09    4.44310448e-02    3.33798587e+00    5.27336380e+00   -2.61150398e-02   -5.05973690e-02
1784     5.91419440e-09    2.24663068e-02    3.31603693e+00    5.28134398e+00   -1.67074466e-02   -5.05285417e-02
1785     5.91752774e-09   -8.07979690e-03    3.28596096e+00    5.29677201e+00   -6.99196974e-04   -5.03892994e-02
1786     5.92086107e-09   -3.55396928e-02    3.25922929e+00    5.31363011e+00    1.56602050e-02   -5.02340842e-02
1787     5.92419440e-09   -4.94246339e-02    3.24603922e+00    5.32554138e+00    2.61769062e-02   -5.01215666e-02
1788     5.92752774e-09   -4.44310448e-02    3.25140562e+00    5.32814663e+00    2.70092792e-02   -5.00928309e-02
1789     5.93086107e-09   -2.24663068e-02    3.27324602e+00    5.32051656e+00    1.78828121e-02   -5.01582113e-02
1790     5.93419440e-09    8.07979690e-03    3.30319010e+00    5.30543518e+00    2.13419193e-03   -5.02940532e-02
1791     5.93752774e-09    3.55396928e-02    3.32978411e+00    5.28854658e+00   -1.43473067e-02   -5.04496422e-02
1792     5.94086107e-09    4.94246339e-02    3.34285643e+00    5.27637542e+00   -2.52002144e-02   -5.05648176e-02
1793     5.94419440e-09    4.44310448e-02    3.33739045e+00    5.27374528e+00   -2.61196831e-02   -5.05938519e-02
1794     5.94752774e-09    2.24663068e-02    3.31544193e+00    5.28172486e+00   -1.67123765e-02   -5.05250305e-02
1795     5.95086107e-09   -8.07979690e-03    3.28536633e+00    5.29715298e+00   -7.03714527e-04   -5.03857870e-02
1796     5.95419440e-09   -3.55396928e-02    3.25863495e+00    5.31401179e+00    1.56566646e-02   -5.02305646e-02
1797     5.95752774e-09   -4.94246339e-02    3.24544509e+00    5.32592398e+00    2.61744802e-02   -5.01180377e-02
1798     5.96086107e-09   -4.44310448e-02    3.25081165e+00    5.32852987e+00    2.70076305e-02   -5.00892955e-02
1799     5.96419440e-09   -2.24663068e-02    3.27265221e+00    5.32089986e+00    1.78813269e-02   -5.01546753e-02
1800     5.96752774e-09    8.07979690e-03    3.30259651e+00    5.30581791e+00    2.13225197e-03   -5.02905227e-02
1801     5.97086107e-09    3.55396928e-02    3.32919081e+00    5.28892827e+00   -1.43501212e-02   -5.04461219e-02
1802     5.97419440e-09    4.94246339e-02    3.34226349e+00    5.27675589e+00   -2.52040311e-02   -5.05613094e-02
1803     5.97752774e-09    4.44310448e-02    3.33679792e+00    5.27412467e+00   -2.61243033e-02   -5.05903543e-02
1804     5.98086107e-09    2.24663068e-02    3.31484982e+00    5.28210364e+00   -1.67172821e-02   -5.05215387e-02
1805     5.98419440e-09   -8.07979690e-03    3.28477459e+00    5.29753186e+00   -7.08209751e-04   -5.03822941e-02
1806     5.98752774e-09   -3.55396928e-02    3.25804351e+00    5.31439138e+00    1.56531423e-02   -5.02270644e-02
