Index       TIME            V(BASE_P)          V(EMIT)          V(COLL_P)         V(OUT_P)         I(V_SUPPLY)        I(I_TAIL)    
207      6.90000000e-10    1.88309064e+00    1.05343259e+00    4.00322119e+00    3.75919221e-03   -1.06770538e-02    1.00000000e-02
208      6.93333333e-10    1.88387239e+00    1.05300770e+00    4.00850941e+00    8.83746703e-03   -1.11205542e-02    1.00000000e-02
209      6.96666667e-10    1.89269723e+00    1.05817026e+00    3.99546826e+00   -4.27964718e-03   -1.14264995e-02    1.00000000e-02
210      7.00000000e-10    1.90662864e+00    1.06905235e+00    3.97346468e+00   -2.57821982e-02   -1.14887516e-02    1.00000000e-02
211      7.03333333e-10    1.92127622e+00    1.08316219e+00    3.97119053e+00   -2.71737483e-02   -1.14462921e-02    1.00000000e-02
212      7.06666667e-10    1.93144420e+00    1.09445092e+00    3.99471107e+00   -3.14784647e-03   -1.13839097e-02    1.00000000e-02
213      7.10000000e-10    1.93296500e+00    1.09743151e+00    4.01889744e+00    2.07452373e-02   -1.12161198e-02    1.00000000e-02
214      7.13333333e-10    1.92506971e+00    1.09074700e+00    4.02177885e+00    2.28992376e-02   -1.08867909e-02    1.00000000e-02
215      7.16666667e-10    1.91117451e+00    1.07780545e+00    4.00808816e+00    8.68218649e-03   -1.05382121e-02    1.00000000e-02
216      7.20000000e-10    1.89732546e+00    1.06495030e+00    3.99741933e+00   -2.09640444e-03   -1.04199772e-02    1.00000000e-02
217      7.23333333e-10    1.88929317e+00    1.05751731e+00    3.99955540e+00    7.33834428e-05   -1.06491922e-02    1.00000000e-02
218      7.26666667e-10    1.89004294e+00    1.05697835e+00    4.00371340e+00    4.16081357e-03   -1.10721428e-02    1.00000000e-02
219      7.30000000e-10    1.89907923e+00    1.06306098e+00    3.99514449e+00   -4.40403811e-03   -1.14070169e-02    1.00000000e-02
220      7.33333333e-10    1.91334741e+00    1.07517063e+00    3.98050989e+00   -1.86543330e-02   -1.15273601e-02    1.00000000e-02
221      7.36666667e-10    1.92815907e+00    1.08987285e+00    3.98077775e+00   -1.77792538e-02   -1.15047111e-02    1.00000000e-02
222      7.40000000e-10    1.93819386e+00    1.10106441e+00    3.99910555e+00    8.31020108e-04   -1.13994723e-02    1.00000000e-02
223      7.43333333e-10    1.93947457e+00    1.10379404e+00    4.01629442e+00    1.77108640e-02   -1.11766708e-02    1.00000000e-02
224      7.46666667e-10    1.93146464e+00    1.09697779e+00    4.01720420e+00    1.80250448e-02   -1.08376424e-02    1.00000000e-02
225      7.50000000e-10    1.91759097e+00    1.08388780e+00    4.00608114e+00    6.49334411e-03   -1.05202622e-02    1.00000000e-02
226      7.53333333e-10    1.90373648e+00    1.07051111e+00    3.99708466e+00   -2.56854864e-03   -1.04228836e-02    1.00000000e-02
227      7.56666667e-10    1.89559333e+00    1.06235318e+00    3.99729366e+00   -2.27876753e-03   -1.06331141e-02    1.00000000e-02
228      7.60000000e-10    1.89627773e+00    1.06168744e+00    3.99972481e+00    1.87242485e-04   -1.10305259e-02    1.00000000e-02
229      7.63333333e-10    1.90545839e+00    1.06849812e+00    3.99446057e+00   -4.99683247e-03   -1.13825270e-02    1.00000000e-02
230      7.66666667e-10    1.91998247e+00    1.08149655e+00    3.98596822e+00   -1.31861307e-02   -1.15509843e-02    1.00000000e-02
231      7.70000000e-10    1.93489961e+00    1.09653971e+00    3.98813760e+00   -1.06199881e-02   -1.15475592e-02    1.00000000e-02
232      7.73333333e-10    1.94480319e+00    1.10759449e+00    4.00199088e+00    3.35438913e-03   -1.14092101e-02    1.00000000e-02
233      7.76666667e-10    1.94588744e+00    1.11011617e+00    4.01378970e+00    1.48498075e-02   -1.11429542e-02    1.00000000e-02
234      7.80000000e-10    1.93779536e+00    1.10321962e+00    4.01365264e+00    1.42281139e-02   -1.07975613e-02    1.00000000e-02
235      7.83333333e-10    1.92394780e+00    1.09006109e+00    4.00494760e+00    5.19928161e-03   -1.05073558e-02    1.00000000e-02
236      7.86666667e-10    1.91009282e+00    1.07635572e+00    3.99741060e+00   -2.38462787e-03   -1.04288558e-02    1.00000000e-02
237      7.90000000e-10    1.90185640e+00    1.06767810e+00    3.99603676e+00   -3.65775936e-03   -1.06245004e-02    1.00000000e-02
238      7.93333333e-10    1.90246866e+00    1.06689581e+00    3.99680990e+00   -2.77737190e-03   -1.09984557e-02    1.00000000e-02
239      7.96666667e-10    1.91173409e+00    1.07421772e+00    3.99374368e+00   -5.70226585e-03   -1.13586609e-02    1.00000000e-02
240      8.00000000e-10    1.92642866e+00    1.08779956e+00    3.98975259e+00   -9.44096496e-03   -1.15617785e-02    1.00000000e-02
241      8.03333333e-10    1.94140412e+00    1.10302320e+00    3.99323771e+00   -5.70343753e-03   -1.15741445e-02    1.00000000e-02
242      8.06666667e-10    1.95119839e+00    1.11395132e+00    4.00377963e+00    4.85265646e-03   -1.14135536e-02    1.00000000e-02
243      8.10000000e-10    1.95213527e+00    1.11631509e+00    4.01183508e+00    1.26169519e-02   -1.11169810e-02    1.00000000e-02
244      8.13333333e-10    1.94398267e+00    1.10936447e+00    4.01116307e+00    1.15422895e-02   -1.07676228e-02    1.00000000e-02
245      8.16666667e-10    1.93015136e+00    1.09616993e+00    4.00432014e+00    4.43310330e-03   -1.04977073e-02    1.00000000e-02
246      8.20000000e-10    1.91629215e+00    1.08226195e+00    3.99787620e+00   -2.05054807e-03   -1.04337752e-02    1.00000000e-02
247      8.23333333e-10    1.90798294e+00    1.07323818e+00    3.99538497e+00   -4.43370779e-03   -1.06194990e-02    1.00000000e-02
248      8.26666667e-10    1.90853082e+00    1.07236224e+00    3.99488601e+00   -4.77911929e-03   -1.09753036e-02    1.00000000e-02
249      8.30000000e-10    1.91783746e+00    1.08001038e+00    3.99317955e+00   -6.30091737e-03   -1.13383183e-02    1.00000000e-02
250      8.33333333e-10    1.93263206e+00    1.09394720e+00    3.99218149e+00   -7.07602616e-03   -1.15637540e-02    1.00000000e-02
251      8.36666667e-10    1.94763230e+00    1.10925750e+00    3.99651319e+00   -2.58333559e-03   -1.15874648e-02    1.00000000e-02
252      8.40000000e-10    1.95734227e+00    1.12008448e+00    4.00483973e+00    5.69139919e-03   -1.14134544e-02    1.00000000e-02
253      8.43333333e-10    1.95817328e+00    1.12233330e+00    4.01048247e+00    1.10550365e-02   -1.10978499e-02    1.00000000e-02
254      8.46666667e-10    1.94997384e+00    1.11534074e+00    4.00953807e+00    9.76366100e-03   -1.07464030e-02    1.00000000e-02
255      8.50000000e-10    1.93614597e+00    1.10211998e+00    4.00396665e+00    3.96345220e-03   -1.04902603e-02    1.00000000e-02
256      8.53333333e-10    1.92227647e+00    1.08808496e+00    3.99826377e+00   -1.77588331e-03   -1.04363966e-02    1.00000000e-02
257      8.56666667e-10    1.91391149e+00    1.07883960e+00    3.99505769e+00   -4.87117827e-03   -1.06158143e-02    1.00000000e-02
258      8.60000000e-10    1.91440662e+00    1.07789421e+00    3.99370500e+00   -6.04198261e-03   -1.09589039e-02    1.00000000e-02
259      8.63333333e-10    1.92372666e+00    1.08573609e+00    3.99280953e+00   -6.72467980e-03   -1.13219836e-02    1.00000000e-02
260      8.66666667e-10    1.93857180e+00    1.09987584e+00    3.99367470e+00   -5.65321073e-03   -1.15605311e-02    1.00000000e-02
261      8.70000000e-10    1.95357507e+00    1.11522041e+00    3.99851308e+00   -7.08802420e-04   -1.15916011e-02    1.00000000e-02
262      8.73333333e-10    1.96322094e+00    1.12597003e+00    4.00544107e+00    6.12885389e-03   -1.14101730e-02    1.00000000e-02
263      8.76666667e-10    1.96397613e+00    1.12813543e+00    4.00960242e+00    1.00210414e-02   -1.10836983e-02    1.00000000e-02
264      8.80000000e-10    1.95573855e+00    1.12110678e+00    4.00852157e+00    8.62935799e-03   -1.07315805e-02    1.00000000e-02
265      8.83333333e-10    1.94190386e+00    1.10786144e+00    4.00376164e+00    3.66452615e-03   -1.04843508e-02    1.00000000e-02
266      8.86666667e-10    1.92801902e+00    1.09374312e+00    3.99853149e+00   -1.60003701e-03   -1.04369703e-02    1.00000000e-02
267      8.90000000e-10    1.91961045e+00    1.08435706e+00    3.99489512e+00   -5.12432681e-03   -1.06124607e-02    1.00000000e-02
268      8.93333333e-10    1.92006300e+00    1.08336148e+00    3.99301532e+00   -6.80529882e-03   -1.09470481e-02    1.00000000e-02
269      8.96666667e-10    1.92938023e+00    1.09131173e+00    3.99259929e+00   -6.99138399e-03   -1.13089756e-02    1.00000000e-02
270      9.00000000e-10    1.94424456e+00    1.10556048e+00    3.99457838e+00   -4.81551839e-03   -1.15545964e-02    1.00000000e-02
271      9.03333333e-10    1.95923788e+00    1.12091077e+00    3.99969843e+00    3.78483853e-04   -1.15900853e-02    1.00000000e-02
272      9.06666667e-10    1.96883381e+00    1.13160056e+00    4.00576538e+00    6.33356574e-03   -1.14049094e-02    1.00000000e-02
273      9.10000000e-10    1.96953307e+00    1.13370368e+00    4.00904122e+00    9.34804350e-03   -1.10728401e-02    1.00000000e-02
274      9.13333333e-10    1.96126303e+00    1.12664231e+00    4.00789649e+00    7.91558722e-03   -1.07210225e-02    1.00000000e-02
275      9.16666667e-10    1.94741492e+00    1.11337216e+00    4.00363889e+00    3.46825662e-03   -1.04795132e-02    1.00000000e-02
276      9.20000000e-10    1.93351156e+00    1.09919578e+00    3.99870156e+00   -1.50184727e-03   -1.04361512e-02    1.00000000e-02
277      9.23333333e-10    1.92506751e+00    1.08971876e+00    3.99481606e+00   -5.27441105e-03   -1.06091540e-02    1.00000000e-02
278      9.26666667e-10    1.92548501e+00    1.08868633e+00    3.99262811e+00   -7.25356171e-03   -1.09380849e-02    1.00000000e-02
279      9.30000000e-10    1.93479049e+00    1.09669313e+00    3.99249784e+00   -7.14386989e-03   -1.12983862e-02    1.00000000e-02
280      9.33333333e-10    1.94965552e+00    1.11099541e+00    3.99512734e+00   -4.32325239e-03   -1.15474190e-02    1.00000000e-02
281      9.36666667e-10    1.96463170e+00    1.12633621e+00    4.00039033e+00    9.95204459e-04   -1.15853963e-02    1.00000000e-02
282      9.40000000e-10    1.97418707e+00    1.13697801e+00    4.00592792e+00    6.40938637e-03   -1.13985855e-02    1.00000000e-02
283      9.43333333e-10    1.97484311e+00    1.13903246e+00    4.00868000e+00    8.90620865e-03   -1.10640932e-02    1.00000000e-02
284      9.46666667e-10    1.96654444e+00    1.13194074e+00    4.00751052e+00    7.46389475e-03   -1.07131703e-02    1.00000000e-02
285      9.50000000e-10    1.95267923e+00    1.11864564e+00    4.00356246e+00    3.33583543e-03   -1.04754154e-02    1.00000000e-02
286      9.53333333e-10    1.93875576e+00    1.10442605e+00    3.99880588e+00   -1.45213711e-03   -1.04345151e-02    1.00000000e-02
287      9.56666667e-10    1.93028164e+00    1.09488794e+00    3.99478066e+00   -5.36375929e-03   -1.06058745e-02    1.00000000e-02
288      9.60000000e-10    1.93066929e+00    1.09382730e+00    3.99242012e+00   -7.50974306e-03   -1.09309438e-02    1.00000000e-02
289      9.63333333e-10    1.93995838e+00    1.10186020e+00    3.99246320e+00   -7.22114422e-03   -1.12894726e-02    1.00000000e-02
290      9.66666667e-10    1.95481370e+00    1.11618413e+00    3.99546673e+00   -4.03009347e-03   -1.15397996e-02    1.00000000e-02
291      9.70000000e-10    1.96976915e+00    1.13150760e+00    4.00079126e+00    1.33927757e-03   -1.15790834e-02    1.00000000e-02
292      9.73333333e-10    1.97929019e+00    1.14210929e+00    4.00599833e+00    6.41707995e-03   -1.13918138e-02    1.00000000e-02
293      9.76666667e-10    1.97991105e+00    1.14412377e+00    4.00844043e+00    8.60874830e-03   -1.10567174e-02    1.00000000e-02
294      9.80000000e-10    1.97158647e+00    1.13700359e+00    4.00726706e+00    7.17235644e-03   -1.07070137e-02    1.00000000e-02
295      9.83333333e-10    1.95770241e+00    1.12368387e+00    4.00351242e+00    3.24410656e-03   -1.04718332e-02    1.00000000e-02
296      9.86666667e-10    1.94375834e+00    1.10943008e+00    3.99886939e+00   -1.42917023e-03   -1.04324548e-02    1.00000000e-02
297      9.90000000e-10    1.93525780e+00    1.09984876e+00    3.99476898e+00   -5.41550209e-03   -1.06026649e-02    1.00000000e-02
298      9.93333333e-10    1.93561920e+00    1.09876536e+00    3.99231635e+00   -7.65037041e-03   -1.09249739e-02    1.00000000e-02
299      9.96666667e-10    1.94488972e+00    1.10680683e+00    3.99246708e+00   -7.25127770e-03   -1.12817228e-02    1.00000000e-02
300      1.00000000e-09    1.95972979e+00    1.12113439e+00    3.99568258e+00   -3.85074098e-03   -1.15321573e-02    1.00000000e-02
301      1.00333333e-09    1.97466300e+00    1.13643678e+00    4.00102252e+00    1.52791465e-03   -1.15720527e-02    1.00000000e-02
302      1.00666667e-09    1.98415393e+00    1.14700367e+00    4.00601730e+00    6.39071713e-03   -1.13849636e-02    1.00000000e-02
303      1.01000000e-09    1.98474485e+00    1.14898391e+00    4.00827439e+00    8.40127276e-03   -1.10502687e-02    1.00000000e-02
304      1.01333333e-09    1.97639640e+00    1.14183690e+00    4.00710792e+00    6.97846814e-03   -1.07019361e-02    1.00000000e-02
305      1.01666667e-09    1.96249290e+00    1.12849324e+00    4.00347759e+00    3.17885369e-03   -1.04686231e-02    1.00000000e-02
306      1.02000000e-09    1.94852841e+00    1.11421094e+00    3.99890844e+00   -1.41962057e-03   -1.04302106e-02    1.00000000e-02
307      1.02333333e-09    1.94000406e+00    1.10459724e+00    3.99477052e+00   -5.44315564e-03   -1.05995653e-02    1.00000000e-02
308      1.02666667e-09    1.94034177e+00    1.10349457e+00    3.99227257e+00   -7.72169072e-03   -1.09197882e-02    1.00000000e-02
309      1.03000000e-09    1.94959290e+00    1.11153463e+00    3.99249205e+00   -7.25263752e-03   -1.12748077e-02    1.00000000e-02
310      1.03333333e-09    1.96441498e+00    1.12585584e+00    3.99582505e+00   -3.73648451e-03   -1.15247045e-02    1.00000000e-02
311      1.03666667e-09    1.97932562e+00    1.14113562e+00    4.00115507e+00    1.62865720e-03   -1.15648136e-02    1.00000000e-02
312      1.04000000e-09    1.98878947e+00    1.15167145e+00    4.00600812e+00    6.34875837e-03   -1.13782418e-02    1.00000000e-02
313      1.04333333e-09    1.98935399e+00    1.15362134e+00    4.00815319e+00    8.25050785e-03   -1.10444828e-02    1.00000000e-02
314      1.04666667e-09    1.98098330e+00    1.14644898e+00    4.00699891e+00    6.84463745e-03   -1.06975715e-02    1.00000000e-02
315      1.05000000e-09    1.96706043e+00    1.13308228e+00    4.00345170e+00    3.13116356e-03   -1.04656966e-02    1.00000000e-02
316      1.05333333e-09    1.95307606e+00    1.11877525e+00    3.99893302e+00   -1.41610214e-03   -1.04279219e-02    1.00000000e-02
317      1.05666667e-09    1.94452985e+00    1.10913586e+00    3.99477952e+00   -5.45508208e-03   -1.05966002e-02    1.00000000e-02
318      1.06000000e-09    1.94484581e+00    1.10801623e+00    3.99226309e+00   -7.75140681e-03   -1.09151567e-02    1.00000000e-02
319      1.06333333e-09    1.95407749e+00    1.11604932e+00    3.99252791e+00   -7.23677467e-03   -1.12685203e-02    1.00000000e-02
320      1.06666667e-09    1.96888045e+00    1.13035877e+00    3.99592336e+00   -3.65972299e-03   -1.15175433e-02    1.00000000e-02
321      1.07000000e-09    1.98376884e+00    1.14561564e+00    4.00123002e+00    1.67993421e-03   -1.15576431e-02    1.00000000e-02
322      1.07333333e-09    1.99320787e+00    1.15612317e+00    4.00598400e+00    6.30089845e-03   -1.13717564e-02    1.00000000e-02
323      1.07666667e-09    1.99374852e+00    1.15804555e+00    4.00805988e+00    8.13616827e-03   -1.10391998e-02    1.00000000e-02
324      1.08000000e-09    1.98535695e+00    1.15084918e+00    4.00692011e+00    6.74831985e-03   -1.06937032e-02    1.00000000e-02
325      1.08333333e-09    1.97141517e+00    1.13746043e+00    4.00343119e+00    3.09533757e-03   -1.04629988e-02    1.00000000e-02
326      1.08666667e-09    1.95741164e+00    1.12313132e+00    3.99894905e+00   -1.41480935e-03   -1.04256674e-02    1.00000000e-02
327      1.09000000e-09    1.94884514e+00    1.11347053e+00    3.99479267e+00   -5.45666114e-03   -1.05937816e-02    1.00000000e-02
328      1.09333333e-09    1.94914086e+00    1.11233553e+00    3.99227298e+00   -7.75614023e-03   -1.09109402e-02    1.00000000e-02
329      1.09666667e-09    1.95835347e+00    1.12035864e+00    3.99256882e+00   -7.21085210e-03   -1.12627294e-02    1.00000000e-02
330      1.10000000e-09    1.97313706e+00    1.13465357e+00    3.99599457e+00   -3.60483650e-03   -1.15107175e-02    1.00000000e-02
331      1.10333333e-09    1.98800386e+00    1.14988787e+00    4.00127123e+00    1.70350291e-03   -1.15506863e-02    1.00000000e-02
332      1.10666667e-09    1.99741988e+00    1.16036927e+00    4.00595236e+00    6.25204550e-03   -1.13655585e-02    1.00000000e-02
333      1.11000000e-09    1.99793857e+00    1.16226629e+00    4.00798441e+00    8.04579448e-03   -1.10343204e-02    1.00000000e-02
334      1.11333333e-09    1.98952733e+00    1.15504716e+00    4.00685988e+00    6.67590492e-03   -1.06902021e-02    1.00000000e-02
335      1.11666667e-09    1.97556728e+00    1.14163740e+00    4.00341403e+00    3.06766167e-03   -1.04604951e-02    1.00000000e-02
336      1.12000000e-09    1.96154538e+00    1.12728816e+00    3.99896000e+00   -1.41392744e-03   -1.04234900e-02    1.00000000e-02
337      1.12333333e-09    1.95295988e+00    1.11760882e+00    3.99480807e+00   -5.45143878e-03   -1.05911132e-02    1.00000000e-02
338      1.12666667e-09    1.95323665e+00    1.11645965e+00    3.99229362e+00   -7.74593144e-03   -1.09070529e-02    1.00000000e-02
339      1.13000000e-09    1.96243077e+00    1.12447124e+00    3.99261150e+00   -7.17930030e-03   -1.12573495e-02    1.00000000e-02
